Purchase Frequency,Total Purchase Value,Promotional Content Clicked,Discount Sensitivity,Average Cart Size,Preferred Product Category,Session Duration,Returns Frequency,Loyalty Program Member,Monthly Income,Customer Review Count,Customer Sentiment,Average Product Price,Cart Abandonment Rate,Last Purchase Recency,Preferred Brands,Purchase Likelihood
13,6891.739287,Yes,0.29,7,Groceries,11.36152462,4,Yes,<50k,20,Positive,1010.001125,0.7,22,Brand A,1
5,3198.819295,Yes,0.32,5,Clothing,14.71506385,4,No,>=50k,21,Positive,340.0667309,0.67,112,Brand B,1
1,2734.430097,Yes,0.44,4,Home Decor,17.70663277,4,Yes,>=50k,33,Positive,1520.659459,0.76,147,Brand C,0
0,5700.740433,Yes,0.31,2,Clothing,25.17243524,3,Yes,>=50k,9,Neutral,2506.543842,0.19,101,Brand A,1
9,3311.351926,Yes,0.98,5,Clothing,22.31805197,1,No,<50k,0,Neutral,1650.595844,0.81,45,Brand B,0
4,5204.969284,Yes,0.81,9,Clothing,19.00870087,4,No,>=50k,0,Neutral,1605.352607,0.97,158,Brand A,0
1,4034.344818,Yes,0.16,4,Clothing,10.61286193,2,Yes,>=50k,23,Positive,1172.555056,0.61,148,Brand B,1
15,1437.683171,Yes,0.01,2,Electronics,10.60555832,4,No,<50k,2,Positive,477.4491493,0.01,50,Brand A,0
1,539.0639618,Yes,0.04,6,Clothing,18.47693016,0,No,>=50k,30,Positive,569.1130574,0.07,166,Brand B,1
9,5453.368497,Yes,0.24,8,Clothing,8.737642515,2,No,<50k,42,Negative,1329.323255,0.23,62,Brand A,0
1,3876.884507,Yes,0.11,2,Groceries,16.6018272,4,No,<50k,40,Neutral,1445.397628,0.49,68,Brand B,0
15,3893.820366,No,0.53,9,Clothing,19.0211385,3,No,<50k,12,Neutral,530.4337742,0.41,19,Brand A,0
15,6391.727678,Yes,0.86,7,Home Decor,7.611443403,4,Yes,<50k,3,Positive,1227.284412,0.98,118,Brand C,0
18,7346.884553,Yes,0.74,2,Electronics,18.23929464,1,Yes,<50k,22,Neutral,1056.562263,0.95,22,Brand C,1
6,4454.910557,Yes,0.22,5,Electronics,19.4794114,1,No,<50k,5,Positive,1247.576059,0.39,169,Brand A,1
11,4318.802586,No,0.4,5,Groceries,13.18359444,4,No,>=50k,33,Negative,1178.876079,0.79,130,Mixed,1
14,6000.286066,No,0.51,7,Home Decor,14.21668433,3,Yes,<50k,40,Positive,1204.646411,0.64,26,Brand C,1
7,2286.128861,Yes,0.81,5,Clothing,6.061823184,3,Yes,>=50k,17,Positive,100,0.24,90,Brand C,1
5,5446.306109,Yes,0.84,6,Clothing,14.45171801,3,No,<50k,35,Neutral,1911.937198,0.93,79,Brand B,1
9,6103.771944,Yes,0.91,9,Electronics,7.371855577,4,Yes,<50k,25,Neutral,1707.672744,0.26,151,Brand A,0
2,6360.460417,Yes,0.51,3,Home Decor,11.55022502,4,Yes,>=50k,32,Positive,992.5222326,0.87,8,Mixed,1
18,1126.494595,Yes,0.69,3,Electronics,12.98876567,0,Yes,<50k,32,Positive,409.9504387,0.64,129,Brand A,1
16,3477.28946,No,0.11,8,Home Decor,9.220762062,1,Yes,<50k,24,Positive,1281.609635,0.62,133,Brand C,0
6,3243.473494,Yes,0.57,6,Clothing,8.76506652,2,Yes,>=50k,16,Positive,269.0350325,0.84,70,Brand B,0
19,5199.773909,No,0.25,3,Electronics,9.010604108,2,Yes,>=50k,2,Negative,1838.475748,0.49,78,Mixed,0
3,5961.48916,Yes,0.43,2,Groceries,21.10356073,1,No,<50k,21,Negative,919.2923714,0.85,20,Brand B,1
13,7993.420815,No,0.63,2,Groceries,14.6497629,0,Yes,<50k,48,Positive,701.7906392,0.55,99,Brand B,1
19,4010.069039,No,0.26,2,Electronics,21.33168928,1,No,<50k,34,Positive,1291.820953,0.98,156,Brand C,1
14,4004.855003,Yes,0.05,5,Groceries,12.97571955,0,No,<50k,3,Positive,765.2238281,0.66,12,Brand A,1
7,7299.344038,Yes,0.01,5,Home Decor,13.08305919,0,Yes,<50k,27,Positive,859.9899325,0.37,110,Brand A,0
14,5593.153877,Yes,0.02,1,Home Decor,12.88225126,3,Yes,<50k,12,Neutral,603.2040418,0.76,102,Brand A,1
19,7535.303022,Yes,0.01,2,Groceries,5,1,No,>=50k,29,Neutral,1312.542903,0.51,102,Brand A,1
13,5577.456006,Yes,0.11,2,Clothing,17.53274718,2,Yes,<50k,46,Positive,1153.75157,0.81,169,Brand A,1
8,2685.766763,Yes,0.24,4,Home Decor,14.46536203,4,Yes,<50k,11,Positive,1525.17333,0.83,108,Brand C,1
7,2333.74329,Yes,0.22,7,Groceries,15.25702024,4,Yes,<50k,2,Positive,187.4439154,0.62,119,Brand C,0
16,1896.975502,No,0.99,3,Clothing,5,1,Yes,<50k,20,Positive,391.4088108,0.87,125,Mixed,0
1,6324.10367,Yes,0.31,5,Clothing,14.85684809,4,No,>=50k,39,Positive,741.1953417,0.4,128,Brand B,1
2,7377.193646,No,0.13,9,Clothing,12.80724108,0,No,<50k,0,Neutral,1555.620724,0.06,147,Brand A,0
7,8698.724283,Yes,0.55,5,Home Decor,15.62811155,4,Yes,>=50k,17,Neutral,287.4668123,0.66,170,Mixed,0
11,6686.210665,No,0.86,9,Home Decor,14.62035791,0,No,>=50k,12,Positive,575.2133687,0.76,0,Mixed,1
0,7325.677155,Yes,0.68,1,Clothing,12.57302804,0,Yes,<50k,6,Positive,1710.216692,0.07,39,Brand C,0
9,3839.967335,Yes,0.3,9,Clothing,17.81556764,2,No,>=50k,12,Positive,1264.843279,0.77,6,Brand A,1
19,2687.168367,No,0.56,5,Electronics,20.12348202,4,No,>=50k,16,Positive,1540.169904,0.64,162,Mixed,1
2,6700.158665,Yes,0.71,8,Electronics,12.96101556,2,No,<50k,44,Negative,954.4575525,0.12,179,Brand A,1
5,5835.361504,No,0.73,5,Clothing,7.758220359,4,Yes,<50k,31,Negative,1884.154049,0.54,33,Brand A,1
6,5214.888749,Yes,0.67,6,Clothing,8.087307804,0,No,<50k,28,Positive,274.4594206,0.11,177,Brand C,1
19,5774.742961,Yes,0.87,8,Home Decor,17.11412569,4,Yes,<50k,44,Neutral,892.7947207,0.32,68,Brand B,1
17,5646.370965,Yes,0.87,2,Clothing,21.47906588,2,Yes,<50k,29,Negative,851.7162997,0.8,156,Brand A,1
10,7567.63372,No,0.58,3,Groceries,5.932007353,3,Yes,<50k,10,Positive,857.8973928,0.1,113,Brand C,1
18,7589.97117,Yes,0.43,9,Electronics,9.910685292,2,No,<50k,13,Positive,372.2445936,0.46,111,Brand C,1
4,6088.440705,No,0.64,5,Groceries,13.33748995,3,Yes,>=50k,9,Positive,1277.239596,0.61,0,Mixed,1
18,6691.605745,No,0.82,5,Electronics,5,1,Yes,<50k,7,Negative,387.6892482,0.94,72,Brand A,1
10,6028.125105,Yes,0.01,9,Home Decor,14.51668589,2,Yes,>=50k,30,Negative,333.8221042,0.74,16,Brand A,0
11,4077.660536,Yes,0.99,3,Clothing,16.81560399,4,Yes,<50k,5,Neutral,100,0.14,104,Brand B,1
9,6513.12935,No,0.18,4,Clothing,17.39899162,3,Yes,<50k,18,Neutral,628.9209799,0.97,93,Mixed,1
7,2211.009862,Yes,0.47,7,Electronics,13.00107244,4,No,<50k,18,Neutral,1073.35323,0.48,169,Brand A,1
8,7107.783105,Yes,0.87,2,Electronics,13.21766999,3,Yes,<50k,11,Negative,1144.226199,0.37,155,Brand B,0
3,2610.95412,Yes,0.23,8,Home Decor,9.893662363,2,Yes,<50k,38,Negative,887.9817002,0.13,2,Brand A,1
4,5571.606574,Yes,0.48,5,Clothing,6.143638921,2,No,<50k,49,Neutral,665.1727976,0.93,4,Brand A,0
7,3309.692083,Yes,0.13,1,Groceries,14.06245714,4,No,>=50k,17,Positive,797.2267191,0.59,53,Mixed,0
8,6106.777966,Yes,0.4,3,Clothing,17.04172315,2,No,<50k,2,Positive,662.692462,0.99,165,Brand A,1
14,4932.149548,No,0.18,9,Groceries,15.08009249,4,No,>=50k,8,Positive,2026.973595,0.17,43,Brand C,1
14,1810.488084,Yes,0.36,5,Electronics,20.54514947,0,Yes,<50k,5,Negative,385.8456602,0.55,75,Brand B,1
15,5841.399262,Yes,0.37,8,Electronics,16.7269359,3,No,>=50k,0,Neutral,612.321937,0.11,117,Brand A,1
13,3844.158446,No,0.99,1,Clothing,18.29752415,4,No,>=50k,41,Positive,999.7540157,0.52,23,Mixed,0
7,6762.293442,No,0.99,7,Groceries,15.83851683,3,No,>=50k,39,Neutral,451.9200477,0.89,79,Brand C,1
17,5002.651377,No,0.11,7,Clothing,24.2957986,0,No,<50k,28,Positive,1023.046571,0.11,7,Brand C,0
9,5790.841971,Yes,0.73,8,Electronics,12.550876,3,No,<50k,48,Neutral,180.9404991,0.27,90,Brand C,0
19,3084.86209,No,0.05,3,Electronics,18.39385578,4,No,>=50k,34,Negative,1061.929142,0.68,89,Brand B,0
5,3821.335537,Yes,0.03,1,Clothing,16.23901674,2,Yes,<50k,34,Neutral,777.875674,0.08,94,Brand B,0
11,4082.722728,Yes,0.11,9,Clothing,18.69008875,3,Yes,<50k,29,Positive,627.3357173,0.45,1,Brand A,1
1,6713.40496,Yes,0.97,1,Clothing,16.66754023,3,No,<50k,34,Neutral,854.0686761,0.33,40,Mixed,1
6,8354.754176,Yes,0.94,6,Home Decor,14.78803917,0,No,<50k,38,Positive,729.5218626,0.84,47,Brand B,1
15,3389.656497,No,0.19,9,Home Decor,16.89112139,1,Yes,<50k,21,Negative,798.5664134,0.05,105,Brand A,1
2,7153.696289,Yes,0.16,2,Groceries,17.51676374,2,No,>=50k,42,Positive,1383.305699,0.86,21,Mixed,1
12,660.6451645,No,0.24,4,Clothing,18.16812639,4,Yes,>=50k,27,Neutral,1899.508623,0.7,96,Brand B,1
2,2611.621198,No,0.52,2,Clothing,22.31643215,0,No,<50k,17,Neutral,100,0.3,17,Brand B,0
17,3082.443088,Yes,0.57,4,Groceries,15.96842923,4,No,>=50k,31,Neutral,883.9363154,0.2,78,Brand A,1
10,2294.982621,Yes,0.22,2,Clothing,9.513127091,4,Yes,<50k,4,Negative,358.6118209,0.95,168,Mixed,1
7,1832.82322,Yes,0.76,1,Clothing,15.8229541,3,Yes,>=50k,33,Positive,829.4034939,0.55,66,Mixed,0
5,5825.997824,Yes,0.31,3,Groceries,12.77540493,0,Yes,>=50k,30,Positive,1201.366123,0.34,47,Brand B,1
0,4571.864605,Yes,0.92,8,Electronics,12.63841312,0,No,>=50k,45,Positive,2193.591034,0.04,121,Brand B,0
0,5758.810795,No,0.66,5,Clothing,13.39290016,2,No,<50k,32,Positive,838.8095879,0.17,22,Brand B,1
7,6380.945372,Yes,0.44,4,Electronics,10.48635449,1,No,<50k,3,Neutral,1064.931373,0.6,110,Brand A,1
4,5531.233986,Yes,0.79,5,Electronics,5,4,No,>=50k,13,Neutral,543.0457126,0.51,129,Brand B,0
15,6315.526352,No,0.82,6,Electronics,22.37601419,2,Yes,<50k,14,Neutral,516.9140726,0.76,105,Brand A,1
10,4860.935428,Yes,0.29,6,Electronics,12.55736859,2,Yes,<50k,19,Positive,493.107896,0.83,3,Mixed,1
4,2626.013223,No,0.34,5,Clothing,6.427674677,4,No,<50k,19,Negative,641.2186277,0.4,153,Brand A,1
3,7115.628362,Yes,0.94,6,Groceries,15.89403537,3,No,>=50k,48,Negative,762.6385772,0.1,18,Brand C,1
5,3821.775734,Yes,0.16,9,Clothing,18.07820358,3,Yes,>=50k,34,Negative,1710.773662,0.79,48,Brand B,1
13,3128.807402,Yes,0.04,5,Home Decor,14.10967875,4,Yes,<50k,3,Positive,826.8814346,0.55,73,Brand A,1
18,4644.164248,Yes,0.45,6,Clothing,8.556941028,0,Yes,<50k,17,Neutral,1277.537222,0.98,52,Brand B,1
8,3174.378161,Yes,0.8,4,Groceries,7.921929782,1,No,<50k,23,Positive,1147.038838,0.8,133,Brand C,1
11,4165.139236,No,0.77,3,Groceries,26.40805485,3,Yes,<50k,26,Positive,1476.117246,0.33,128,Brand C,1
10,5688.107843,Yes,0.92,6,Groceries,7.948152114,1,No,>=50k,32,Neutral,100,0.43,143,Brand A,1
13,5696.683478,No,0.53,5,Groceries,6.854995561,2,Yes,<50k,24,Neutral,1171.512522,0.24,179,Brand B,1
15,3204.339867,Yes,0.1,4,Electronics,13.45618961,2,Yes,<50k,4,Neutral,1114.809743,0.51,6,Mixed,1
0,4024.589254,Yes,0.59,5,Clothing,19.10924061,4,Yes,>=50k,17,Positive,950.0838914,0.71,87,Brand C,0
12,7148.66601,Yes,0.78,7,Clothing,23.2924867,4,No,<50k,44,Positive,1538.144839,0.61,34,Brand C,0
12,5992.800235,No,0.09,1,Clothing,13.93350784,4,Yes,<50k,45,Positive,939.5724828,0.34,67,Brand A,1
1,9150.130079,Yes,0.17,1,Clothing,13.86447882,3,Yes,<50k,19,Neutral,1439.46273,0.82,104,Brand C,0
3,7360.256347,Yes,0.01,1,Electronics,8.580170083,1,Yes,>=50k,34,Positive,1085.0346,0.11,142,Brand B,1
5,7288.586137,No,0.59,2,Electronics,20.44125741,2,No,>=50k,5,Neutral,1123.676127,0.14,107,Brand B,0
4,2224.262899,Yes,0.89,9,Groceries,14.6513932,1,Yes,<50k,26,Neutral,1158.089282,0.4,150,Brand A,1
2,6527.720703,No,0.67,5,Home Decor,14.81475235,3,No,<50k,27,Neutral,900.3144026,0.7,77,Brand A,1
0,4893.786397,Yes,0.98,9,Electronics,17.16719498,1,Yes,>=50k,10,Positive,1781.986662,0.69,124,Brand B,1
3,3898.036393,No,0.06,5,Electronics,16.50917995,1,No,>=50k,8,Positive,1537.793348,0.37,101,Brand A,0
19,5336.030681,No,0.9,7,Home Decor,14.29859267,4,No,<50k,27,Neutral,970.2323573,0.7,138,Brand B,0
1,6890.423069,No,0.81,6,Clothing,21.60489792,1,Yes,<50k,18,Neutral,1085.492205,0.06,131,Brand C,1
4,6001.663182,Yes,0.31,2,Clothing,6.981564272,1,No,>=50k,38,Neutral,1240.494676,0.29,167,Mixed,1
2,3243.052397,Yes,0.97,3,Electronics,16.05646926,1,Yes,<50k,20,Positive,1405.033567,0.69,57,Brand A,1
8,6484.917827,No,0.29,5,Electronics,17.03584641,0,No,>=50k,30,Neutral,1806.350762,0.18,118,Brand A,1
19,3724.824916,Yes,0.89,4,Clothing,12.93803381,2,Yes,<50k,41,Negative,1453.388503,0.21,87,Brand B,1
5,5433.366238,Yes,0.88,6,Home Decor,18.08224849,2,Yes,<50k,6,Positive,912.78792,0.09,121,Brand A,1
17,4393.299865,No,0.76,8,Electronics,18.31544349,1,Yes,>=50k,36,Negative,591.2276738,0.36,66,Brand A,0
5,4562.267497,Yes,0.56,8,Clothing,20.54907183,4,No,<50k,24,Negative,1496.085669,0.82,37,Brand B,1
18,6532.48595,Yes,0.12,3,Home Decor,14.44220161,4,Yes,>=50k,27,Positive,1144.516911,0.84,129,Brand B,1
11,2919.61256,Yes,0.53,4,Home Decor,13.914256,4,No,>=50k,35,Positive,508.7221536,0.86,86,Mixed,0
10,8890.390149,Yes,0.36,1,Electronics,17.69597241,2,Yes,<50k,16,Positive,1426.675725,0.04,39,Mixed,0
1,1357.827861,Yes,0.79,2,Home Decor,14.01258383,3,No,<50k,25,Positive,1758.210203,0.99,55,Brand C,1
14,3804.664633,No,0.76,9,Groceries,7.393280238,1,No,<50k,27,Positive,1003.547791,0.5,34,Brand A,1
11,5740.42378,Yes,0.91,2,Groceries,19.31211686,2,No,>=50k,36,Positive,1783.302295,0.87,48,Brand C,1
11,6168.628333,No,0.01,6,Home Decor,5.828574095,4,No,<50k,16,Neutral,1383.094526,0.91,106,Brand B,1
8,4799.048559,No,0.81,7,Home Decor,17.00838464,2,Yes,>=50k,48,Neutral,420.7061873,0.51,95,Brand B,1
1,4885.218594,No,0.94,6,Electronics,27.6924673,2,Yes,>=50k,16,Neutral,1211.278314,0.05,121,Mixed,1
2,5821.100171,Yes,0.79,8,Home Decor,17.66607377,2,Yes,<50k,32,Positive,114.4200415,0.6,94,Brand C,1
11,4537.861045,No,0.13,9,Home Decor,11.52946959,4,No,<50k,33,Positive,1177.019192,0.33,171,Brand C,0
15,7786.362516,Yes,0.08,8,Clothing,12.74317913,3,No,<50k,22,Neutral,487.6821558,0.21,30,Brand A,0
0,6678.698228,Yes,0.02,5,Clothing,16.85311883,0,No,<50k,29,Positive,1096.155849,0.18,124,Mixed,1
2,6745.648702,No,0.63,8,Home Decor,14.8931412,1,No,>=50k,26,Negative,1338.775136,0.56,75,Brand C,1
19,3067.686553,Yes,0.63,9,Groceries,18.78126265,1,No,<50k,8,Positive,705.8740161,0.1,125,Brand A,0
1,4841.223151,No,0.99,8,Electronics,22.25041825,2,No,>=50k,19,Positive,1845.241671,0.82,145,Brand A,1
8,4399.068103,Yes,0.4,2,Electronics,21.57206045,3,No,>=50k,22,Neutral,539.2620961,0.23,87,Brand A,1
18,2988.797249,No,0.33,2,Home Decor,9.220926472,4,No,<50k,46,Neutral,100,0.55,35,Brand A,1
14,5720.328368,Yes,0.62,3,Electronics,15.07999385,0,No,<50k,18,Neutral,985.5576363,0.13,156,Brand C,0
17,3924.708484,No,0.83,7,Clothing,17.46400818,0,No,<50k,36,Neutral,1682.599471,0.86,150,Brand A,0
10,6310.80766,Yes,0.94,9,Electronics,22.58471603,2,No,<50k,44,Negative,989.5015302,0.69,2,Mixed,1
15,2859.616874,Yes,0.8,8,Clothing,16.79587234,2,No,<50k,3,Positive,703.4926907,0.21,29,Mixed,0
16,8438.081226,Yes,0.43,9,Home Decor,11.58149857,4,Yes,<50k,12,Positive,175.6622075,0.72,44,Brand B,0
4,3207.334683,Yes,0.63,6,Electronics,17.17521367,4,No,<50k,37,Negative,714.2677952,0.08,176,Brand B,0
11,5438.604674,Yes,0.86,1,Electronics,24.096427,4,No,>=50k,11,Positive,428.9298884,0.77,112,Brand B,1
10,6583.718621,Yes,0.49,4,Clothing,13.73799264,2,Yes,>=50k,8,Neutral,1121.829374,0.49,121,Brand A,0
14,3858.71914,Yes,0.22,6,Clothing,11.49331874,3,Yes,>=50k,14,Negative,1164.207133,0.12,18,Brand A,1
2,6704.937287,Yes,0.17,6,Home Decor,14.83764215,2,No,<50k,20,Neutral,525.5250504,0.55,132,Brand B,1
0,2541.632804,Yes,0,8,Clothing,11.74562318,2,No,<50k,14,Negative,836.8729757,0.2,55,Mixed,0
19,7904.235398,No,0.72,1,Clothing,19.13494205,0,Yes,<50k,48,Positive,1723.100876,0.67,161,Mixed,1
15,5028.29853,No,0.11,2,Clothing,11.78203649,4,Yes,>=50k,4,Neutral,787.0262274,0.71,72,Mixed,0
1,3807.177184,No,0.24,2,Electronics,21.46266483,1,No,>=50k,4,Neutral,774.3354289,0.76,102,Brand C,1
1,4401.636455,No,0.3,6,Home Decor,17.47643147,4,Yes,<50k,24,Neutral,1093.256457,0.89,175,Mixed,1
2,6617.838539,Yes,0.56,7,Electronics,18.48498882,3,Yes,>=50k,23,Neutral,295.0505178,0.65,25,Brand B,0
7,3831.089416,Yes,0.4,2,Groceries,18.44668828,3,No,<50k,36,Positive,1474.906027,0.49,132,Brand A,1
14,3501.284621,Yes,0.67,5,Clothing,19.25934817,4,No,>=50k,30,Neutral,793.4466361,0.85,87,Brand C,1
6,4556.926805,No,0.06,6,Clothing,13.45313556,4,No,<50k,45,Positive,420.9613226,0.9,158,Mixed,1
5,2646.075774,No,0.12,4,Home Decor,10.10966829,2,Yes,<50k,33,Neutral,1268.64411,0.78,23,Brand A,1
8,8641.087816,Yes,0.5,1,Groceries,12.61920624,1,Yes,<50k,40,Neutral,756.1410901,0.94,84,Brand A,1
19,3867.210818,Yes,0.34,3,Groceries,19.63176886,2,Yes,<50k,13,Positive,562.0869118,0.98,21,Brand A,0
0,6663.233572,Yes,0.3,9,Clothing,6.167594779,0,Yes,<50k,26,Neutral,1036.324325,0.25,101,Brand A,1
7,5418.940167,Yes,0.07,6,Electronics,5.001997095,0,Yes,<50k,46,Neutral,1525.885154,0.18,149,Brand A,1
2,3030.931899,Yes,0.9,2,Groceries,16.12283138,3,No,<50k,3,Negative,794.6517693,0.45,56,Brand B,1
3,4988.090582,Yes,0.69,9,Electronics,19.22121005,3,Yes,<50k,22,Neutral,517.4116063,1,157,Mixed,1
14,6568.005559,No,0.12,4,Groceries,19.89995331,1,No,>=50k,37,Neutral,100,0.09,112,Mixed,1
5,4623.47733,Yes,0.07,8,Home Decor,10.24601669,3,Yes,<50k,45,Positive,274.9768376,0.71,46,Mixed,0
14,7386.225892,No,0.97,7,Groceries,9.102190363,0,No,<50k,4,Neutral,758.8132132,0.85,166,Brand A,1
2,7043.030786,No,0.68,3,Groceries,11.56939688,1,No,<50k,26,Negative,346.2813065,1,88,Brand A,1
13,6837.829709,No,0.42,8,Electronics,13.03600657,0,Yes,>=50k,42,Neutral,650.6043915,0.62,90,Brand A,1
19,4080.686455,No,0.7,4,Home Decor,13.32349579,4,Yes,>=50k,13,Negative,1964.007033,0.38,156,Mixed,1
13,2840.315104,No,0.76,2,Electronics,15.60589013,4,No,<50k,6,Negative,1615.572955,0.17,141,Brand A,1
3,3772.824789,No,0.78,5,Electronics,22.0281256,1,No,<50k,45,Neutral,590.9532314,0.98,3,Brand B,1
11,5392.481881,No,0.48,1,Clothing,14.69637047,2,No,<50k,44,Negative,1069.047497,0.92,4,Brand A,1
16,6091.573427,Yes,0.43,8,Electronics,19.68824913,3,Yes,>=50k,17,Positive,459.7274185,0.8,43,Brand A,0
6,656.8571905,No,0.01,8,Home Decor,18.27330338,1,No,>=50k,31,Negative,1781.057471,0.94,90,Brand A,1
8,4983.773597,No,0.93,3,Groceries,11.44876408,3,No,>=50k,1,Negative,1035.568002,0.06,23,Brand C,1
2,5316.178451,No,0.6,1,Clothing,18.21547319,0,Yes,<50k,40,Positive,1525.109638,0.63,27,Brand A,0
12,4444.911487,No,0.2,4,Electronics,17.87195183,2,No,>=50k,42,Positive,606.6726665,0.27,151,Brand A,0
14,7582.547678,Yes,0.92,9,Groceries,14.99724921,3,No,<50k,19,Positive,1800.625283,0.77,127,Brand B,1
17,5843.560149,Yes,0.91,9,Groceries,15.86916089,4,No,>=50k,28,Positive,780.0264927,0.1,4,Brand C,1
18,7620.383816,Yes,0.99,1,Home Decor,14.7109484,4,No,<50k,42,Positive,117.1063143,0.26,12,Brand B,0
0,4568.078959,Yes,0.87,7,Home Decor,9.539858833,0,No,<50k,25,Negative,913.2461044,0.85,54,Mixed,1
5,6874.954985,No,1,6,Groceries,26.82837856,1,Yes,<50k,37,Negative,656.5629426,0.75,29,Brand B,0
1,8270.132789,Yes,0.24,7,Electronics,20.27750956,3,No,<50k,0,Positive,1502.543456,0.99,101,Brand A,0
13,7623.386899,Yes,0.84,7,Groceries,17.63604583,0,No,<50k,4,Positive,689.79083,0.64,82,Brand B,1
5,2815.716813,Yes,0.82,8,Groceries,12.97375677,4,No,<50k,13,Neutral,1268.910869,0.3,176,Brand B,1
13,4492.647845,Yes,0.23,8,Groceries,14.54103003,4,No,<50k,24,Negative,658.8781698,0.55,112,Brand C,1
3,4309.670589,No,0.1,2,Electronics,9.142328374,4,Yes,>=50k,47,Positive,577.083923,0.94,81,Mixed,1
7,5978.50907,No,0.98,4,Groceries,17.3496944,2,Yes,>=50k,8,Positive,1000.407158,0.65,89,Mixed,1
2,6372.70711,Yes,0.3,4,Clothing,16.6809203,2,No,<50k,29,Positive,1265.876789,0.88,14,Brand B,1
18,3322.214652,Yes,0.87,8,Clothing,13.96721539,4,No,<50k,18,Neutral,219.7822637,0.02,29,Brand A,1
13,5135.677028,Yes,0,3,Groceries,15.14957713,1,Yes,<50k,39,Negative,1461.466249,0.37,27,Mixed,1
19,960.1453357,Yes,0.02,3,Electronics,13.50738542,2,No,<50k,7,Positive,1468.535869,0.94,131,Brand B,0
16,7883.890012,Yes,0.47,2,Clothing,12.52933046,3,Yes,>=50k,15,Positive,847.7219136,0.04,67,Brand C,0
7,3975.251519,No,0.24,1,Groceries,11.11806314,2,Yes,<50k,49,Neutral,904.8640938,0.52,100,Mixed,1
13,5111.72788,Yes,0.69,8,Groceries,9.895912663,3,No,<50k,7,Negative,100,0.35,142,Brand B,1
5,4380.700572,Yes,0.57,9,Groceries,11.49048104,2,Yes,<50k,22,Positive,1901.324632,0.65,33,Brand B,1
15,7292.05515,Yes,0.08,9,Electronics,11.87435639,4,No,<50k,8,Neutral,839.1528235,0.16,98,Brand C,1
18,500,No,0.16,8,Home Decor,20.44599714,3,Yes,<50k,31,Positive,1541.973451,0.65,170,Brand A,1
13,4966.779315,No,0.39,5,Electronics,11.90679009,1,Yes,>=50k,36,Neutral,697.4661805,0.99,60,Brand B,0
18,4788.362485,No,0.19,1,Home Decor,5,2,No,<50k,33,Positive,1001.446461,0.27,1,Brand B,1
2,4092.727225,Yes,0.79,9,Electronics,16.45846009,2,No,<50k,45,Positive,1261.527993,0.46,117,Brand A,1
9,8452.453091,No,0.42,6,Home Decor,18.11804309,4,Yes,<50k,17,Negative,770.5413861,0.03,51,Brand C,1
18,3225.341082,Yes,0.09,7,Clothing,19.84382801,3,Yes,<50k,44,Positive,217.4027664,0.43,51,Brand B,1
8,6543.592354,Yes,0.48,8,Groceries,15.83082091,4,No,<50k,43,Positive,937.0625807,0.41,14,Brand C,1
19,5712.505577,Yes,0.09,5,Clothing,9.299455699,3,Yes,<50k,14,Neutral,292.795887,0.56,167,Mixed,1
12,7523.038505,Yes,0.13,6,Home Decor,11.00535187,2,No,<50k,14,Positive,568.6022449,0.26,27,Brand A,1
6,3665.62183,No,0.24,7,Clothing,18.00082069,2,Yes,<50k,28,Neutral,684.9975836,0.33,95,Brand C,1
13,3534.062202,No,0.86,7,Home Decor,22.2951989,2,No,>=50k,22,Positive,1039.481737,0.61,97,Brand B,0
8,7192.139815,Yes,0.92,2,Clothing,9.285533328,2,Yes,<50k,22,Neutral,678.5016182,0.91,54,Brand C,1
18,5850.642617,No,0.83,1,Electronics,16.05958897,0,No,<50k,0,Neutral,390.3420178,0.24,177,Mixed,1
14,1910.125307,No,0.33,8,Home Decor,12.22529783,2,No,>=50k,21,Positive,1093.887932,0.68,21,Brand A,0
19,3921.389971,No,0.27,5,Groceries,10.87964956,2,Yes,<50k,6,Negative,1326.125249,0.52,156,Brand C,1
13,5772.765308,Yes,0.55,2,Electronics,15.17498403,3,No,>=50k,44,Neutral,306.8116758,0.1,71,Brand B,1
5,6675.528443,Yes,0.72,3,Electronics,14.33176399,2,Yes,>=50k,31,Positive,1009.536895,0.57,139,Brand C,1
3,3641.538694,Yes,0.99,6,Home Decor,5,2,Yes,<50k,27,Neutral,1376.223333,0.71,37,Brand C,0
7,500,No,0.13,6,Groceries,16.00796147,3,Yes,>=50k,49,Neutral,1050.734666,0.6,119,Brand C,1
16,6046.446371,Yes,0.05,8,Electronics,16.64047854,2,No,<50k,31,Positive,394.7879826,0.1,1,Brand A,0
8,2559.35862,Yes,0.69,5,Groceries,18.73660869,2,Yes,<50k,32,Neutral,1119.713849,0.85,139,Brand C,0
0,965.3224038,Yes,0.83,5,Groceries,12.13647275,4,No,>=50k,42,Positive,999.8253466,0.04,125,Brand C,0
19,500,Yes,0.85,7,Electronics,7.06083743,0,No,<50k,12,Negative,1075.999993,0.24,139,Brand B,1
13,6627.96172,No,0.68,5,Electronics,12.89345215,3,Yes,>=50k,27,Positive,1018.883746,0.62,108,Brand B,1
10,5257.234901,No,0.95,9,Home Decor,18.52963081,4,Yes,<50k,8,Positive,100,0.22,8,Brand B,1
2,4548.687239,No,0.51,6,Groceries,14.6206709,1,Yes,<50k,47,Positive,913.2396795,0.1,31,Brand A,1
